date,employee_id,product_id,num_items
2023-02-21,1453,7398,6
2023-02-21,2299,1988,9
2023-02-21,4304,4451,10
2023-02-24,3232,5216,1
2023-02-24,4057,3058,7
2023-02-24,6323,7398,8
2023-02-25,2245,1,2
2023-02-25,4500,651,2
2023-02-25,1276,6851,3
2023-02-25,1257,3832,4
2023-02-25,6545,3974,6
2023-02-25,8510,7287,8
2023-02-25,4004,1444,9
2023-02-25,7103,663,9
2023-02-25,4384,9990,9
2023-02-25,8985,8872,9
2023-02-26,3846,3605,1
2023-02-26,7553,4451,1
2023-02-26,2188,6720,8
2023-02-26,9396,3974,8
2023-02-26,45,7444,8
2023-02-26,867,8927,8
2023-02-26,8985,1698,9
2023-02-26,7379,3552,10
2023-02-26,3352,9491,10
2023-02-27,2603,582,3
2023-02-27,2736,1444,3
2023-02-27,4057,3366,3
2023-02-27,2801,1698,5
2023-02-27,9346,680,9
2023-02-27,2904,4736,9
2023-02-27,3333,1444,9
2023-02-27,6327,175,10
2023-02-27,2904,2044,10
2023-02-27,4943,6200,10
2023-02-28,3490,1751,8
2023-03-01,1276,3468,7
2023-03-01,8409,9491,8
2023-03-02,7354,1698,2
2023-03-02,3287,1988,3
2023-03-02,9793,1502,5
2023-03-02,7611,6727,7
2023-03-02,7074,1,8
2023-03-02,8155,6200,10
2023-03-03,9376,3210,1
2023-03-03,6083,2649,1
2023-03-03,1670,4377,2
2023-03-03,4678,4489,2
2023-03-03,9712,3220,3
2023-03-03,45,9950,3
2023-03-03,4157,7398,4
2023-03-03,2110,3126,4
2023-03-03,1293,1584,5
2023-03-03,8305,3571,6
2023-03-04,3260,6259,9
2023-03-05,5178,4409,1
2023-03-05,8924,3571,5
2023-03-07,3021,7287,1
2023-03-07,8022,6720,3
2023-03-07,398,9037,6
2023-03-07,3835,43,6
2023-03-07,9193,1988,6
2023-03-07,4073,1227,9
2023-03-08,6475,2065,2
2023-03-08,2605,3974,3
2023-03-08,129,3605,4
2023-03-08,8302,6369,4
2023-03-08,4826,1423,8
2023-03-08,3232,3183,8
2023-03-09,8226,1502,1
2023-03-09,7586,4027,4
2023-03-09,5163,7287,5
2023-03-09,7862,582,5
2023-03-09,4869,4377,5
2023-03-09,3319,8558,6
2023-03-10,6998,3468,5
2023-03-10,2736,2647,8
2023-03-11,3497,2649,1
2023-03-11,3360,9491,1
2023-03-11,3232,6387,2
2023-03-11,784,1584,4
2023-03-11,6327,2044,4
2023-03-11,5595,6727,6
2023-03-11,3331,1410,9
2023-03-11,2904,6436,10
2023-03-11,8985,7320,10
2023-03-12,7813,1751,3
2023-03-12,9565,7205,6
2023-03-12,3319,9720,8
2023-03-12,7498,4753,9
2023-03-12,6791,7343,10
2023-03-12,9,4928,10
2023-03-12,1169,3210,10
2023-03-13,6671,9990,3
2023-03-14,4869,4753,2
2023-03-14,8510,4432,2
2023-03-14,8309,7139,3
2023-03-14,7110,4027,4
2023-03-14,3238,9932,7
2023-03-14,3230,1698,8
2023-03-14,9592,8804,9
2023-03-14,3232,7320,9
2023-03-14,724,9720,9
2023-03-14,5500,1227,10
2023-03-16,2937,2065,2
2023-03-16,554,7320,4
2023-03-16,858,2647,4
2023-03-16,6452,1444,7
2023-03-16,3519,2649,8
2023-03-17,1693,7205,8
2023-03-18,7813,873,1
2023-03-18,6940,4451,2
2023-03-18,4826,5173,8
2023-03-18,3232,3126,8
2023-03-18,6475,6369,8
2023-03-18,3187,1698,8
2023-03-18,8510,3220,9
2023-03-18,2245,8804,9
2023-03-18,9592,4451,10
2023-03-19,1693,2841,1
2023-03-19,3565,6727,5
2023-03-20,354,7343,2
2023-03-20,6635,7320,2
2023-03-20,4221,6369,3
2023-03-20,3,7205,3
2023-03-20,5178,651,6
2023-03-20,8371,175,7
2023-03-20,7196,5649,8
2023-03-20,7536,9491,8
2023-03-21,9669,7205,1
2023-03-21,3519,1749,4
2023-03-21,3352,5649,5
2023-03-21,9061,2649,6
2023-03-21,3175,5854,6
2023-03-21,3872,4489,6
2023-03-21,1838,710,9
2023-03-21,3287,8033,9
2023-03-21,4943,8658,10
2023-03-22,6999,6851,4
2023-03-22,6749,2841,6
2023-03-22,8487,9950,7
2023-03-23,8271,43,4
2023-03-24,8902,9531,1
2023-03-24,8541,4928,2
2023-03-24,8943,3571,5
2023-03-24,4157,1227,6
2023-03-24,2077,4736,8
2023-03-25,4648,6369,2
2023-03-25,3519,1749,4
2023-03-25,4384,7560,4
2023-03-25,9100,2044,5
2023-03-25,1188,9950,5
2023-03-25,4057,3387,6
2023-03-25,5454,3300,7
2023-03-26,6635,7878,1
2023-03-26,5178,8804,1
2023-03-26,6475,7139,2
2023-03-26,7598,6369,4
2023-03-26,9733,7585,7
2023-03-26,4826,2649,7
2023-03-26,7101,9990,8
2023-03-26,1101,2841,9
2023-03-26,2289,8558,9
2023-03-26,6327,4489,10
2023-03-27,1196,43,1
2023-03-27,4024,3183,1
2023-03-27,7403,1423,1
2023-03-27,2052,3300,2
2023-03-27,7910,6259,5
2023-03-27,9193,1749,6
2023-03-27,361,4451,6
2023-03-27,1691,1227,7
2023-03-28,4819,873,2
2023-03-28,4690,680,3
2023-03-28,6394,7398,3
2023-03-28,3346,4432,7
2023-03-28,3484,172,8
2023-03-29,6083,3571,2
2023-03-29,7110,6369,4
2023-03-29,281,8033,5
2023-03-29,9118,3366,9
2023-03-29,1445,3407,9
2023-03-30,361,1,5
2023-03-30,6323,3605,5
2023-03-30,2904,7287,5
2023-03-30,3346,1698,5
2023-03-30,4348,6720,7
2023-03-30,1305,3407,8
2023-03-30,1694,6851,9
2023-03-31,8297,9932,1
2023-03-31,2881,6762,1
2023-03-31,3175,1,2
2023-03-31,7411,6259,6
2023-03-31,3021,9456,8
2023-03-31,9464,710,9
2023-03-31,45,8872,10
2023-03-31,2605,1749,10
2023-04-01,9669,520,2
2023-04-01,7061,2065,4
2023-04-01,3490,1227,6
2023-04-02,6360,1227,3
2023-04-02,6687,7560,7
2023-04-03,1394,2158,1
2023-04-03,2289,4432,3
2023-04-03,3333,175,4
2023-04-03,6919,5029,4
2023-04-03,5049,3126,7
2023-04-03,2289,2841,9
2023-04-03,129,7560,10
2023-04-04,867,2405,1
2023-04-04,129,9950,3
2023-04-04,8936,1584,6
2023-04-04,8981,5945,6
2023-04-04,3492,3881,8
2023-04-04,3846,7343,9
2023-04-04,568,680,10
2023-04-05,3846,9037,2
2023-04-05,5500,3468,2
2023-04-05,1093,8927,3
2023-04-05,8703,4950,4
2023-04-05,7411,1698,6
2023-04-05,8733,8872,7
2023-04-05,4860,1698,7
2023-04-05,1515,6759,10
2023-04-05,1335,7444,10
2023-04-06,7061,1988,1
2023-04-06,7411,4432,2
2023-04-06,1598,9531,7
2023-04-06,3882,2074,8
2023-04-06,3955,4950,10
2023-04-07,3338,6259,2
2023-04-07,5412,7205,2
2023-04-08,1557,3552,2
2023-04-08,3021,8953,3
2023-04-08,3517,5945,3
2023-04-08,9100,2932,4
2023-04-08,6308,8658,4
2023-04-08,3380,9319,8
2023-04-08,5416,6720,10
2023-04-09,4928,9260,1
2023-04-09,8930,7444,2
2023-04-09,7084,520,3
2023-04-09,5805,1988,4
2023-04-09,3493,4950,7
2023-04-09,361,4489,7
2023-04-09,8840,8033,7
2023-04-09,4851,710,9
2023-04-09,4869,4736,10
2023-04-09,4860,3832,10
2023-04-10,1276,9990,1
2023-04-10,8943,3387,1
2023-04-11,8511,4489,1
2023-04-11,5790,9491,1
2023-04-11,2239,7481,2
2023-04-11,3882,3111,3
2023-04-11,3380,1253,5
2023-04-11,1196,6008,7
2023-04-11,9061,7863,7
2023-04-11,8728,9950,8
2023-04-11,4202,4736,8
2023-04-12,7420,710,2
2023-04-12,59,6369,2
2023-04-12,457,1749,3
2023-04-12,1087,7585,5
2023-04-12,1257,2738,5
2023-04-12,4075,7585,6
2023-04-12,4925,2158,7
2023-04-13,4851,9333,1
2023-04-13,1518,6727,7
2023-04-13,4230,4409,7
2023-04-14,1445,8081,1
2023-04-14,672,8088,4
2023-04-14,426,582,5
2023-04-14,1087,3111,5
2023-04-14,2421,3387,7
2023-04-17,8226,6762,1
2023-04-17,3021,3468,3
2023-04-17,7828,2365,6
2023-04-17,4057,9491,6
2023-04-17,9985,8658,7
2023-04-17,9056,4489,7
2023-04-17,3230,663,7
2023-04-17,9325,582,9
2023-04-18,3238,7481,3
2023-04-18,3064,4950,4
2023-04-18,4024,405,6
2023-04-18,3727,9531,8
2023-04-18,3420,3832,9
2023-04-18,3045,9456,10
2023-04-19,3017,2809,1
2023-04-19,8607,8033,7
2023-04-19,8302,3407,9
2023-04-20,3260,5708,2
2023-04-20,2299,6720,4
2023-04-20,1196,524,4
2023-04-20,9506,4987,6
2023-04-20,6316,175,7
2023-04-21,9669,3387,5
2023-04-21,4943,7585,5
2023-04-21,1257,6727,9
2023-04-21,3727,405,9
2023-04-21,9985,6691,10
2023-04-22,7899,7863,4
2023-04-22,4923,3300,7
2023-04-22,9506,8889,8
2023-04-22,7103,2074,8
2023-04-22,7793,2647,9
2023-04-22,404,8927,10
2023-04-23,4529,1502,5
2023-04-23,6308,3552,9
2023-04-24,7110,6762,3
2023-04-24,4923,6202,4
2023-04-24,2280,2932,4
2023-04-24,8305,1593,6
2023-04-24,8528,1253,6
2023-04-24,8661,5216,8
2023-04-24,1347,3300,10
2023-04-24,3260,1410,10
2023-04-25,6465,405,3
2023-04-25,3045,3220,5
2023-04-25,1575,573,5
2023-04-25,8226,1593,7
2023-04-25,4890,2074,7
2023-04-25,7118,7320,7
2023-04-25,8891,4451,7
2023-04-25,5048,4987,8
2023-04-25,8379,1410,9
2023-04-26,1396,5649,1
2023-04-26,5163,6202,5
2023-04-26,8487,2738,5
2023-04-26,3333,573,5
2023-04-26,9376,8658,7
2023-04-26,842,7560,7
2023-04-26,8733,3183,8
2023-04-26,7484,7721,10
2023-04-27,3492,9333,4
2023-04-27,1363,6762,5
2023-04-27,6896,6202,5
2023-04-28,8532,7139,4
2023-04-28,7672,9950,7
2023-04-28,5517,2074,7
2023-04-28,5238,9491,10
2023-04-28,3428,1638,10
2023-04-29,3045,6436,1
2023-04-29,7668,3183,2
2023-04-29,9844,6759,3
2023-04-29,3788,9950,5
2023-04-29,7379,651,7
2023-04-29,4690,8889,8
2023-04-29,7683,3058,9
2023-04-29,7896,9037,9
2023-04-30,7101,5029,4
2023-04-30,4826,8152,5
2023-04-30,3346,7863,9
2023-04-30,8532,1253,10
2023-05-01,2567,7721,3
2023-05-01,8853,1253,3
2023-05-01,2762,6691,4
2023-05-01,240,6387,5
2023-05-01,7896,6309,5
2023-05-01,7733,1749,7
2023-05-01,1598,4928,7
2023-05-01,9458,6387,7
2023-05-01,45,4753,9
2023-05-01,7873,6762,9
2023-05-02,630,4134,1
2023-05-02,5336,1502,2
2023-05-02,7110,8804,4
2023-05-02,7910,6851,4
2023-05-02,2904,71,4
2023-05-02,7751,3220,10
2023-05-02,6638,5708,10
2023-05-02,869,6691,10
2023-05-03,6985,3974,1
2023-05-03,5686,2065,2
2023-05-03,2975,8889,5
2023-05-03,2656,3407,5
2023-05-04,6452,8872,2
2023-05-04,8409,7444,3
2023-05-04,1276,6008,3
2023-05-04,6998,8566,4
2023-05-04,7793,2841,5
2023-05-04,6784,680,5
2023-05-04,4923,5708,6
2023-05-04,8189,9319,8
2023-05-04,4923,8558,8
2023-05-04,895,6200,8
2023-05-05,4689,7205,2
2023-05-05,8900,1423,2
2023-05-05,7379,3210,6
2023-05-05,784,4237,8
2023-05-06,6205,9950,1
2023-05-06,8875,405,1
2023-05-06,3150,9333,2
2023-05-06,8900,8976,5
2023-05-06,6642,5649,5
2023-05-06,867,8921,6
2023-05-06,5595,7398,8
2023-05-07,7379,8558,2
2023-05-07,4736,1963,2
2023-05-07,2567,2158,4
2023-05-07,6218,6387,6
2023-05-07,539,4451,7
2023-05-07,8297,573,7
2023-05-07,2601,4489,8
2023-05-07,4737,7398,10
2023-05-07,6021,6759,10
2023-05-08,1513,1698,6
2023-05-08,1686,6727,7
2023-05-08,6204,6720,8
2023-05-08,6498,2065,8
2023-05-09,7553,5216,2
2023-05-09,1739,4928,2
2023-05-09,9728,9333,4
2023-05-09,5514,8033,4
2023-05-09,6360,3220,5
2023-05-09,5399,4004,6
2023-05-09,8805,8953,8
2023-05-10,6394,2647,8
2023-05-11,9711,575,1
2023-05-11,6732,9990,3
2023-05-11,4258,3058,5
2023-05-11,4690,6200,5
2023-05-11,1188,573,8
2023-05-11,869,8152,10
2023-05-12,1038,2158,3
2023-05-13,3319,9271,2
2023-05-13,4928,3605,4
2023-05-13,3776,373,5
2023-05-13,8960,651,5
2023-05-13,8985,6727,5
2023-05-13,7598,7287,7
2023-05-13,9303,9902,8
2023-05-13,354,3832,9
2023-05-13,8760,3300,10
2023-05-13,8584,9491,10
2023-05-14,8379,1502,4
2023-05-14,4230,1584,4
2023-05-14,4297,3699,8
2023-05-14,9210,7398,10
2023-05-16,4384,2671,4
2023-05-16,8379,5751,4
2023-05-16,2953,194,4
2023-05-16,1453,1332,5
2023-05-16,9210,9037,5
2023-05-16,6777,6008,5
2023-05-16,8491,3387,7
2023-05-16,5135,1749,9
2023-05-16,1357,3468,9
2023-05-17,767,7444,1
2023-05-17,3947,175,1
2023-05-17,9712,5945,4
2023-05-17,6452,5812,4
2023-05-17,9398,1698,5
2023-05-17,6083,8268,7
2023-05-17,8902,4237,8
2023-05-18,4826,9491,1
2023-05-18,3064,9902,2
2023-05-18,2289,9260,4
2023-05-18,6517,4881,6
2023-05-18,6475,9491,7
2023-05-18,7264,2932,7
2023-05-19,2374,9333,2
2023-05-19,6731,1584,7
2023-05-19,6089,3578,9
2023-05-19,8960,8953,9
2023-05-19,8553,4004,9
2023-05-20,5412,4928,3
2023-05-20,3776,1,7
2023-05-20,9897,8033,8
2023-05-20,8728,7398,8
2023-05-20,4116,5751,9
2023-05-20,1293,4881,9
2023-05-21,767,8033,2
2023-05-21,3220,9932,5
2023-05-21,2058,3210,7
2023-05-21,4111,7312,9
2023-05-21,4348,6758,10
2023-05-21,2243,4950,10
2023-05-22,1357,6183,2
2023-05-22,5371,3974,4
2023-05-22,364,9271,7
2023-05-22,3827,9271,8
2023-05-22,3288,5854,8
2023-05-22,8912,5945,10
2023-05-22,1453,8889,10
2023-05-23,6732,6259,1
2023-05-23,2239,6758,1
2023-05-23,5981,5854,2
2023-05-23,5555,8033,5
2023-05-23,5751,71,6
2023-05-23,7066,9720,7
2023-05-23,7466,7205,8
2023-05-23,59,7444,10
2023-05-24,8197,5708,2
2023-05-24,3625,5327,2
2023-05-24,2953,3407,3
2023-05-24,3517,6314,8
2023-05-24,8924,7205,10
2023-05-25,7072,6759,3
2023-05-25,7611,6200,4
2023-05-25,7291,3832,10
2023-05-25,3493,5708,10
2023-05-26,1196,8176,2
2023-05-26,1903,7205,2
2023-05-26,3477,2405,4
2023-05-26,3153,3366,7
2023-05-26,4218,5733,9
2023-05-27,3827,575,1
2023-05-27,7707,9166,1
2023-05-27,9179,6759,3
2023-05-27,9957,6200,4
2023-05-27,2239,4920,5
2023-05-27,7750,1638,6
2023-05-27,5643,4490,6
2023-05-27,1686,2647,8
2023-05-28,4301,373,3
2023-05-28,4713,175,8
2023-05-29,4741,4781,3
2023-05-30,1658,1444,2
2023-05-30,4116,4432,3
2023-05-30,7876,8953,5
2023-05-30,1363,2793,6
2023-05-30,9351,1988,10
2023-05-31,5154,968,5
2023-05-31,724,6691,10
2023-06-01,9538,524,1
2023-06-01,1293,1751,3
2023-06-01,4943,5173,5
2023-06-01,7237,8872,6
2023-06-01,7809,6314,6
2023-06-01,6683,680,10
2023-06-02,6638,8921,3
2023-06-02,6055,3126,7
2023-06-03,9351,7481,4
2023-06-03,1357,1698,5
2023-06-03,7862,4613,6
2023-06-03,8934,6758,7
2023-06-03,7229,5945,7
2023-06-03,9210,5751,9
2023-06-03,8934,1410,10
2023-06-04,6232,5733,4
2023-06-04,8589,6758,7
2023-06-04,9464,7578,9
2023-06-05,8943,7578,3
2023-06-05,9176,6387,3
2023-06-05,2659,8927,5
2023-06-05,1515,9990,5
2023-06-05,7876,7481,8
2023-06-05,3358,8927,8
2023-06-05,9398,4377,8
2023-06-05,5555,524,8
2023-06-06,2243,3111,2
2023-06-06,3305,2671,4
2023-06-06,3542,6778,6
2023-06-06,1276,7351,6
2023-06-06,6985,9558,7
2023-06-06,1260,8103,7
2023-06-06,8651,8558,7
2023-06-06,2780,3605,8
2023-06-06,7171,3988,10
2023-06-07,7519,6236,2
2023-06-07,6940,968,6
2023-06-08,3380,7008,1
2023-06-08,9210,1227,3
2023-06-08,2267,9990,3
2023-06-08,6836,710,5
2023-06-08,556,1289,5
2023-06-08,3319,7287,6
2023-06-08,7528,573,8
2023-06-09,7074,4490,3
2023-06-09,7068,7878,6
2023-06-09,4202,1324,6
2023-06-10,1551,1638,5
2023-06-10,3064,8953,6
2023-06-10,8305,3578,6
2023-06-10,1575,9037,10
2023-06-11,630,6778,3
2023-06-11,9712,2065,6
2023-06-11,2701,43,8
2023-06-11,7707,582,8
2023-06-11,6098,874,9
2023-06-11,4826,573,9
2023-06-11,4870,520,10
2023-06-12,1224,5029,2
2023-06-12,6919,868,4
2023-06-12,3477,6183,6
2023-06-12,5240,3892,8
2023-06-12,8079,4208,8
2023-06-12,767,7685,8
2023-06-12,9620,4928,9
2023-06-12,9464,5029,10
2023-06-12,9193,2671,10
2023-06-13,6204,1584,2
2023-06-13,5688,7495,4
2023-06-13,7571,9113,7
2023-06-13,4307,8103,8
2023-06-13,7733,8927,8
2023-06-13,9683,9902,9
2023-06-13,8864,4208,10
2023-06-14,5937,968,1
2023-06-15,6277,9036,4
2023-06-15,1202,3989,4
2023-06-15,2405,7008,5
2023-06-15,5961,3300,5
2023-06-15,8728,2074,7
2023-06-17,4075,6778,2
2023-06-19,4297,4689,3
2023-06-19,111,2839,8
2023-06-19,9,2671,10
2023-06-19,3827,4950,10
2023-06-20,3061,366,2
2023-06-20,4651,6861,2
2023-06-20,3492,7320,5
2023-06-20,3267,520,6
2023-06-20,6096,2158,9
2023-06-20,9244,3004,10
2023-06-21,5694,9166,2
2023-06-21,5874,1,5
2023-06-21,5219,6720,6
2023-06-21,9985,6259,6
2023-06-21,3007,2839,8
2023-06-21,5412,2932,8
2023-06-21,8898,8152,9
2023-06-21,2058,4920,9
2023-06-21,3039,9950,9
2023-06-22,3872,7481,2
2023-06-22,386,2065,3
2023-06-22,6205,4736,5
2023-06-22,2412,4361,5
2023-06-22,3516,8103,7
2023-06-22,9411,71,9
2023-06-22,4869,4613,9
2023-06-23,3625,2112,1
2023-06-23,4943,7102,2
2023-06-23,6612,582,3
2023-06-23,8271,2793,4
2023-06-23,6568,373,6
2023-06-23,3764,6236,10
2023-06-24,8760,3974,2
2023-06-25,5074,7968,2
2023-06-25,8674,1289,6
2023-06-25,4197,9720,8
2023-06-26,2605,7102,2
2023-06-26,9240,5632,3
2023-06-26,3882,4465,10
2023-06-27,5229,8085,4
2023-06-27,2953,9271,5
2023-06-27,7807,7444,9
2023-06-28,8556,9720,2
2023-06-28,7896,5216,4
2023-06-28,158,4490,6
2023-06-28,8297,8927,7
2023-06-28,9805,172,9
2023-06-29,3973,680,1
2023-06-29,8371,3881,2
2023-06-29,6642,352,2
2023-06-29,8685,7878,2
2023-06-29,7205,520,5
2023-06-29,191,5008,6
2023-06-29,9910,9932,8
2023-06-29,975,4361,8
2023-06-29,8137,8566,9
2023-06-29,6443,6008,9
2023-06-30,6327,4465,3
2023-06-30,3039,3387,5
