id,category,name,price,date_added
967,Clothing,Fantastic Cotton Computer,1998.36,2023-07-15
160,Clothing,Granite Table,1262.59,2024-10-14
9735,Clothing,Rubber Fish,1895.87,2025-03-27
4237,Clothing,Rustic Bike,2463.49,2023-04-13
7215,Clothing,Gorgeous Chicken,1032.89,2024-01-05
7331,Clothing,Awesome Frozen Chair,140.79,2023-06-05
5376,Clothing,Concrete Chips,336.79,2023-11-04
6309,Clothing,Plastic Chicken,758.31,2023-03-17
3862,Clothing,Granite Bike,1188.09,2023-09-27
7585,Clothing,Metal Towels,338.57,2023-03-17
4889,Clothing,Small Cheese,1784.92,2023-09-13
4250,Clothing,Incredible Fish,2318.05,2024-10-28
9987,Clothing,Generic Granite Pizza,1638.35,2024-10-30
9026,Clothing,Gently Used Shirt,1841.67,2023-07-07
6144,Clothing,Soft Shoes,1820.87,2023-10-23
3825,Clothing,Tasty Frozen Bike,1976.93,2025-07-01
9825,Clothing,Rubber Sausages,852.48,2023-10-03
8416,Clothing,Awesome Ball,698.63,2023-11-04
1712,Clothing,Frozen Gloves,1058.96,2024-05-31
7009,Clothing,Rubber Hat,2178.79,2025-06-01
2783,Clothing,Used Concrete Gloves,747.6,2024-10-24
5479,Clothing,Tasty Shirt,1260.58,2025-06-22
4669,Clothing,Rustic Rubber Pizza,2132.9,2023-10-12
8872,Clothing,Incredible Bike,141.17,2023-01-10
373,Clothing,Granite Shirt,528.75,2023-04-07
2261,Clothing,Metal Chicken,1203.27,2023-06-17
7287,Clothing,Sleek Rubber Fish,40.98,2023-01-29
8834,Clothing,Sleek Concrete Tuna,1958.29,2024-06-23
5305,Clothing,Used Cotton Bike,1998.16,2025-05-01
3231,Clothing,Practical Frozen Mouse,1705.91,2023-09-19
4271,Clothing,Fresh Bacon,868.91,2025-02-11
3389,Clothing,Tasty Soft Hat,158.22,2025-05-04
9372,Clothing,Fantastic Fresh Pizza,1270.19,2025-06-23
6408,Clothing,Fantastic Shirt,152.5,2023-08-25
3320,Clothing,Rubber Pizza,1455.35,2025-07-15
1963,Clothing,Tasty Rubber Ball,1819.66,2023-04-17
2882,Computers,Licensed Rubber Towels,189.07,2023-12-10
9036,Computers,Sleek Concrete Hat,2142.44,2023-05-25
244,Computers,Ergonomic Fresh Chair,176.44,2024-08-01
2924,Computers,Soft Towels,2043.29,2025-04-24
7678,Computers,Rustic Soft Tuna,991.11,2025-02-28
9160,Computers,Handmade Granite Computer,2187.82,2023-07-24
3362,Computers,Frozen Shirt,1734.15,2023-10-29
2312,Computers,Fantastic Shirt,1327.35,2025-05-22
8326,Computers,Gorgeous Computer,746.49,2023-07-20
4047,Computers,Granite Bike,1509.33,2024-03-05
1179,Computers,Cotton Keyboard,415.87,2024-05-27
5427,Computers,Granite Gloves,2229.83,2025-05-02
8631,Computers,Awesome Cotton Shirt,871.05,2025-03-12
5632,Computers,Generic Bike,668.02,2023-06-16
1,Computers,Licensed Fresh Shoes,2164.39,2023-01-09
7491,Computers,Frozen Tuna,1506.69,2024-06-15
6458,Computers,Steel Fish,1823.95,2025-04-26
4870,Computers,Soft Soap,1599.49,2023-11-19
43,Computers,New Fresh Keyboard,652.31,2023-01-15
5900,Computers,Small Soap,1069.23,2025-07-18
5924,Computers,Gorgeous Shoes,436.55,2024-11-22
8845,Computers,Ergonomic Gloves,1225.75,2025-03-21
2431,Computers,Handcrafted Towels,1718.74,2023-08-22
9841,Computers,Sleek Plastic Chicken,977.3,2025-07-06
7343,Computers,Metal Tuna,1331.46,2023-02-28
4361,Computers,New Concrete Ball,24.13,2023-05-16
8262,Computers,Plastic Chair,1638.54,2023-08-05
8530,Computers,New Pizza,2210.2,2025-02-15
3753,Computers,Generic Frozen Bike,1941.7,2025-03-13
9057,Computers,Soft Computer,1315.88,2023-08-16
8905,Computers,Fantastic Salad,204.3,2024-02-13
5954,Computers,New Wooden Ball,112.21,2024-06-17
2647,Computers,Licensed Frozen Keyboard,1283.29,2023-02-19
5425,Computers,Rustic Mouse,2391.74,2025-05-17
6960,Computers,Concrete Shirt,1171.48,2024-10-19
1342,Computers,Concrete Towels,2398.62,2023-11-20
7915,Computers,Plastic Fish,1997.54,2024-08-25
7356,Computers,Concrete Gloves,634.21,2025-07-20
4969,Computers,Practical Tuna,733.15,2025-07-28
7182,Computers,Fresh Gloves,1417.85,2025-05-06
5121,Computers,For repair Chicken,644.12,2024-02-07
1798,Computers,Cotton Car,2412.64,2024-08-22
5514,Computers,Sleek Mouse,1922.36,2024-02-12
873,Computers,Handmade Chicken,1065.59,2023-02-22
5264,Computers,Fresh Chair,1277.24,2023-11-06
6427,Computers,Used Fresh Shoes,2047.78,2025-02-14
84,Computers,Plastic Salad,2235.75,2024-10-03
8183,Computers,Practical Chips,2147.78,2023-08-21
4067,Computers,Refined Soap,2312.19,2024-05-01
1638,Computers,Gently Used Hat,1739.32,2023-01-22
8865,Computers,Rubber Shoes,885.11,2023-11-10
7089,Computers,For repair Soft Gloves,853.52,2025-03-24
771,Computers,Licensed Keyboard,1108.45,2025-08-07
9741,Computers,Rustic Hat,150.74,2024-10-20
6619,Computers,Awesome Plastic Mouse,1510.34,2025-01-28
4634,Computers,Refined Car,1345.65,2024-06-01
7377,Electronics,Cotton Pizza,2464.85,2024-12-22
719,Electronics,Refined Frozen Chicken,1228.02,2024-08-09
4935,Electronics,Generic Plastic Soap,721.48,2024-10-26
974,Electronics,Generic Wooden Sausages,159.28,2024-11-17
7777,Electronics,Wooden Chips,1093.17,2024-12-21
2263,Electronics,Granite Soap,154.32,2024-06-14
8577,Electronics,Rustic Table,324.19,2023-06-23
7497,Electronics,Fantastic Shirt,1173.62,2023-10-30
4880,Electronics,Rubber Chair,1202.07,2024-01-12
5069,Electronics,Plastic Chips,1873.02,2024-11-27
8829,Electronics,For repair Concrete Mouse,121.58,2024-03-03
7443,Electronics,Ergonomic Bike,255.03,2025-01-20
4671,Electronics,Frozen Pizza,1465.14,2025-02-19
2396,Electronics,Frozen Hat,919.54,2025-04-14
2399,Electronics,Gorgeous Concrete Chicken,1292.68,2023-10-02
2638,Electronics,Rubber Cheese,1819.37,2024-02-07
8772,Electronics,Plastic Tuna,1079.83,2024-10-13
1263,Electronics,Wooden Pants,614.22,2024-01-05
2730,Electronics,Cotton Shirt,1037.6,2024-12-19
5993,Electronics,Tasty Wooden Bacon,2418.17,2023-12-05
7616,Electronics,Awesome Bike,791.81,2023-09-08
6912,Electronics,For repair Soft Bacon,1645.2,2023-11-17
3002,Electronics,Gently Used Fresh Keyboard,599.46,2024-05-27
5356,Electronics,Frozen Car,2133.49,2024-06-14
3497,Electronics,Fresh Salad,1837.69,2023-08-31
8103,Electronics,Used Keyboard,971.26,2023-03-04
2191,Electronics,Used Soap,1234.41,2024-01-20
6746,Electronics,Granite Shirt,2345.31,2025-05-13
5496,Electronics,Cotton Computer,138.97,2025-06-19
9932,Electronics,Gently Used Shoes,1520.85,2023-03-04
6239,Electronics,Practical Shirt,1350.17,2025-02-09
1167,Electronics,Metal Pizza,751.71,2024-03-22
6184,Electronics,Fantastic Keyboard,1422.45,2024-04-30
3001,Electronics,Soft Ball,1070.4,2024-11-22
1584,Electronics,Fantastic Wooden Shoes,2132.91,2023-01-26
8843,Electronics,Soft Salad,1940.92,2023-09-20
9356,Electronics,Cotton Sausages,1033.15,2024-11-06
4409,Electronics,Handmade Soft Chicken,1921.79,2023-01-03
9275,Electronics,Gently Used Metal Tuna,417.25,2023-11-22
3366,Electronics,Frozen Ball,912.08,2023-01-12
8521,Electronics,Fantastic Metal Ball,40.22,2023-07-25
2266,Electronics,Unbranded Tuna,216.91,2024-09-27
1780,Electronics,For repair Chair,268.82,2024-03-18
5217,Electronics,Rustic Rubber Table,1125.34,2025-03-26
6436,Electronics,Handmade Mouse,1654.01,2023-01-16
4187,Electronics,Incredible Concrete Pizza,1216.88,2024-06-26
360,Electronics,Steel Fish,1796.52,2024-01-25
8337,Electronics,Unbranded Table,2451.56,2025-06-17
3058,Electronics,Used Plastic Chair,995.34,2023-02-01
6720,Electronics,Plastic Cheese,223.55,2023-02-10
390,Electronics,Rubber Soap,1254.29,2024-08-28
167,Electronics,Cotton Bacon,2325.16,2025-06-03
839,Electronics,Handmade Plastic Table,1222.12,2025-07-07
7159,Electronics,Incredible Metal Mouse,671.19,2025-01-02
5327,Electronics,Generic Fresh Keyboard,2170.84,2023-05-13
8470,Electronics,Plastic Chair,2454.23,2023-09-23
8927,Electronics,Soft Chips,16.33,2023-02-20
9299,Electronics,Cotton Soap,309.92,2023-07-08
9824,Games,Refined Soap,428.92,2025-01-08
2586,Games,Frozen Pizza,1788.64,2025-06-05
1516,Games,Granite Pizza,2452.18,2023-11-21
9506,Games,Rubber Cheese,2056.83,2023-03-23
4571,Games,Rustic Rubber Bacon,844.25,2025-01-22
8632,Games,Rustic Sausages,2246.63,2023-07-03
2739,Games,Rubber Cheese,1243.12,2024-04-17
8345,Games,Fantastic Bacon,1537.63,2025-01-31
4020,Games,Gently Used Plastic Tuna,710.24,2023-08-27
7101,Games,Granite Mouse,1040.48,2023-09-16
3055,Games,Cotton Chair,1437.85,2024-10-11
9252,Games,Licensed Steel Hat,2459.85,2025-02-03
5207,Games,Metal Tuna,2139.12,2023-06-08
573,Games,Plastic Shirt,1845.43,2023-04-08
8722,Games,Wooden Salad,1894.29,2024-07-08
1679,Games,Used Shoes,2108.91,2024-09-27
4490,Games,Incredible Salad,550.79,2023-05-27
4142,Games,Concrete Chair,2041.81,2024-07-21
330,Games,New Cotton Chicken,498.67,2024-03-01
7312,Games,Plastic Car,577.6,2023-05-19
9513,Games,Metal Computer,1938.58,2024-04-10
7885,Games,Intelligent Bike,1507.44,2025-02-15
6202,Games,Plastic Chips,1338.02,2023-02-13
6833,Games,Handcrafted Towels,2181.32,2024-11-27
4377,Games,For repair Bacon,1505.39,2023-02-15
4595,Games,Unbranded Frozen Pants,1547.61,2024-11-04
7578,Games,Sleek Towels,345.58,2023-05-25
3752,Games,Handmade Sausages,2263.14,2023-10-17
1767,Games,Granite Bike,1398.9,2025-05-06
6047,Games,Awesome Rubber Keyboard,1940.08,2024-12-18
1682,Games,Cotton Chips,785.42,2025-07-19
1056,Games,Metal Pizza,717.88,2024-01-08
8588,Games,New Bacon,3.67,2023-12-26
2129,Games,Soft Soap,2191.84,2025-04-18
1743,Games,For repair Fresh Tuna,1293.37,2025-07-02
4389,Games,Handcrafted Cheese,1115.91,2023-12-20
8690,Games,Metal Pizza,1966.19,2025-03-21
5840,Games,Gorgeous Hat,366.79,2023-06-27
3131,Games,Soft Sausages,1821.09,2024-05-07
5144,Games,Handcrafted Wooden Keyboard,1175.56,2025-04-08
1178,Games,Rubber Bike,985.43,2024-02-22
1473,Games,Fresh Shirt,1522.7,2024-04-05
1408,Games,Licensed Car,2350.33,2024-06-11
6567,Games,Gorgeous Fish,897.07,2025-02-05
4094,Games,Gorgeous Tuna,2269.9,2024-07-23
1716,Games,Frozen Car,807.58,2023-12-11
1837,Games,For repair Hat,1445.33,2025-05-29
7102,Games,Refined Granite Gloves,868.11,2023-06-07
9295,Games,Sleek Wooden Car,941.48,2025-07-20
1938,Garden,Fresh Fish,1006.34,2025-02-11
2074,Garden,Rubber Mouse,1183.41,2023-04-05
5278,Garden,New Steel Shirt,2096.21,2024-07-07
5673,Garden,Gently Used Soap,1431.17,2024-10-31
954,Garden,Tasty Ball,1925.53,2023-07-07
4620,Garden,Rustic Keyboard,2335.66,2024-10-22
366,Garden,Small Chair,2314.0,2023-05-24
136,Garden,Generic Chips,199.1,2023-12-22
4987,Garden,Used Soft Salad,870.7,2023-04-11
2353,Garden,Wooden Tuna,1879.64,2025-02-18
7254,Garden,Steel Keyboard,994.86,2025-02-12
5230,Garden,For repair Car,511.91,2024-10-26
6125,Garden,Refined Gloves,2399.58,2023-07-23
8029,Garden,Granite Car,257.0,2024-07-11
3832,Garden,Tasty Cotton Towels,1432.1,2023-01-20
294,Garden,Practical Plastic Fish,463.7,2023-08-29
1198,Garden,Incredible Chair,1205.39,2024-02-11
3371,Garden,Gently Used Computer,1138.86,2024-09-08
8509,Garden,Fantastic Frozen Hat,1351.2,2024-10-24
5844,Garden,Generic Keyboard,2351.88,2025-06-29
172,Garden,Rubber Bike,768.75,2023-01-16
7448,Garden,Steel Bacon,113.74,2024-11-03
2176,Garden,Tasty Shirt,495.27,2025-02-20
1444,Garden,Concrete Car,632.54,2023-02-12
9982,Garden,Granite Tuna,354.58,2025-02-13
1004,Garden,Used Soap,1933.87,2025-05-18
6062,Garden,Soft Chips,690.67,2023-07-06
9967,Garden,Handmade Steel Bacon,797.16,2024-05-21
9560,Garden,Gorgeous Car,1500.69,2024-01-17
192,Garden,New Wooden Pizza,447.47,2024-10-01
6742,Garden,Practical Steel Mouse,1481.55,2024-04-16
6355,Garden,Rustic Salad,270.26,2024-10-08
7143,Garden,Metal Shoes,1464.19,2023-08-19
6769,Garden,New Concrete Towels,707.09,2025-02-20
3702,Garden,Handmade Wooden Gloves,345.81,2023-06-09
180,Garden,Ergonomic Frozen Chair,1136.31,2025-06-25
5029,Garden,Practical Fish,1931.33,2023-03-23
8830,Garden,Fresh Towels,428.36,2025-03-08
8282,Garden,Rustic Granite Chips,1431.12,2023-12-28
6351,Garden,For repair Chicken,2131.11,2024-11-10
3294,Garden,Plastic Table,1837.11,2025-07-21
2806,Garden,For repair Hat,2496.2,2024-06-18
1289,Garden,Gorgeous Soft Tuna,1975.78,2023-06-02
4907,Garden,Concrete Keyboard,1615.97,2023-09-25
8751,Garden,Granite Gloves,2081.81,2025-01-06
5064,Grocery,Practical Frozen Towels,399.88,2023-07-01
3006,Grocery,Rustic Frozen Soap,2460.8,2024-07-04
524,Grocery,For repair Concrete Pants,1061.24,2023-03-14
5127,Grocery,Incredible Wooden Chips,1469.92,2024-01-15
4099,Grocery,Rubber Table,2123.24,2024-04-14
9902,Grocery,Fantastic Fish,2082.22,2023-04-30
1078,Grocery,New Ball,26.54,2024-10-10
6895,Grocery,Small Chicken,198.29,2024-10-15
2127,Grocery,Small Metal Bacon,2037.41,2024-07-17
5773,Grocery,Handmade Frozen Bike,1680.25,2024-01-12
6952,Grocery,Fresh Shirt,551.8,2024-03-18
3007,Grocery,Tasty Cotton Pizza,1675.21,2025-08-03
3912,Grocery,Fantastic Steel Shirt,464.21,2023-09-09
7074,Grocery,Incredible Plastic Fish,1085.6,2023-11-26
5996,Grocery,Practical Salad,1935.14,2024-06-06
9988,Grocery,Intelligent Bacon,246.16,2023-10-21
7499,Grocery,Gently Used Bacon,1439.11,2024-08-05
2163,Grocery,Gently Used Towels,1611.38,2023-07-18
4243,Grocery,Handmade Gloves,96.46,2024-12-02
3870,Grocery,Sleek Metal Pizza,1427.55,2025-01-29
2373,Grocery,Awesome Pants,2259.81,2025-07-19
5758,Grocery,Generic Pants,616.57,2025-07-22
6450,Grocery,Incredible Sausages,35.8,2024-06-15
3443,Grocery,Tasty Wooden Shoes,1869.02,2025-02-26
2494,Grocery,Handcrafted Soap,1662.07,2024-05-15
6369,Grocery,Rubber Car,1207.88,2023-01-06
2106,Grocery,Refined Fresh Computer,2382.9,2024-09-09
3179,Grocery,Incredible Table,1976.75,2024-04-16
1650,Grocery,Rubber Pants,656.44,2023-10-20
6889,Grocery,Generic Chair,1944.49,2025-01-16
6913,Grocery,New Fish,160.95,2025-04-20
6549,Grocery,Plastic Car,889.67,2024-04-12
7744,Grocery,Handcrafted Soft Computer,145.0,2025-03-18
1900,Grocery,Fresh Fish,1610.39,2023-11-17
6352,Grocery,Tasty Salad,1566.24,2024-01-18
1786,Grocery,Fresh Computer,2346.03,2025-04-23
2278,Grocery,Fresh Salad,1186.59,2023-07-09
5555,Grocery,Practical Bike,1357.03,2023-08-25
6104,Grocery,Frozen Soap,978.41,2024-02-25
5497,Grocery,Cotton Tuna,2262.92,2024-05-24
511,Grocery,Licensed Frozen Shoes,1506.92,2025-05-03
7902,Health,Ergonomic Metal Car,1891.5,2023-11-07
4977,Health,Used Rubber Cheese,1208.44,2024-12-06
1788,Health,Frozen Fish,136.32,2023-12-30
2781,Health,Gorgeous Concrete Mouse,832.69,2024-04-17
